conv_id,original_labels,top_3_emotions_responses,top_1_emotion_responses,position_of_original_label
hit:11175_conv:22350,sentimental,"['sentimental', ' grateful', ' nostalgic']",sentimental,1.0
hit:2333_conv:4667,proud,"['proud', ' impressed', ' grateful']",proud,1.0
hit:6434_conv:12868,embarrassed,"['embarrassed', ' surprised', ' amused']",embarrassed,1.0
hit:6981_conv:13962,excited,"['excited', ' proud', ' hopeful']",excited,1.0
hit:1598_conv:3197,jealous,"['anxious', ' hopeful', ' grateful']",anxious,
hit:3984_conv:7969,joyful,"['grateful', 'excited', 'hopeful']",grateful,
hit:4325_conv:8650,confident,"['excited', ' confident', ' hopeful']",excited,2.0
hit:9463_conv:18927,grateful,"['grateful', 'content', 'proud']",grateful,1.0
hit:11843_conv:23686,proud,"['proud', ' excited', ' grateful']",proud,1.0
hit:3001_conv:6002,afraid,"['terrified', 'afraid', 'anxious']",terrified,2.0
hit:3171_conv:6343,caring,"['happy', ' proud', ' nostalgic']",happy,
hit:3241_conv:6482,sentimental,"['nostalgic', 'surprised', 'hopeful']",nostalgic,
hit:7202_conv:14405,terrified,"['afraid', 'anxious', 'surprised']",afraid,
hit:11843_conv:23686,proud,"['grateful', ' excited', ' proud']",grateful,3.0
hit:2557_conv:5115,angry,"['angry', 'sad', 'frustrated']",angry,1.0
hit:4102_conv:8205,apprehensive,"['anxious', ' worried', ' hesitant']",anxious,
hit:4137_conv:8274,sad,"['nostalgic', ' sad', ' hopeful']",nostalgic,2.0
hit:6044_conv:12089,furious,"['angry', 'sad', 'frustrated']",angry,
hit:1196_conv:2392,guilty,"['guilty', ' anxious', ' disappointed']",guilty,1.0
hit:12384_conv:24769,trusting,"['proud', 'hopeful', 'grateful']",proud,
hit:4137_conv:8274,sad,"['anxious', ' devastated', ' terrified']",anxious,
hit:7092_conv:14184,impressed,"['surprised', 'excited', 'impressed']",surprised,3.0
hit:8396_conv:16792,grateful,"['angry', 'annoyed', 'sad']",angry,
hit:1009_conv:2018,ashamed,"['sad', ' guilty', ' hopeful']",sad,
hit:10930_conv:21861,trusting,"['grateful', ' relieved', ' content']",grateful,
hit:5676_conv:11353,apprehensive,"['anxious', ' afraid', ' concerned']",anxious,
hit:7092_conv:14184,impressed,"['excited', ' proud', ' grateful']",excited,
hit:7454_conv:14908,afraid,"['afraid', ' excited', ' hopeful']",afraid,1.0
hit:10800_conv:21600,lonely,"['content', 'hopeful', 'grateful']",content,
hit:1316_conv:2633,anxious,"['excited', ' hopeful', ' proud']",excited,
hit:3069_conv:6139,angry,"['angry', 'sad', 'disappointed']",angry,1.0
hit:3887_conv:7775,apprehensive,"['anxious', ' apprehensive', ' hopeful']",anxious,2.0
hit:879_conv:1759,terrified,"['afraid', 'proud', 'hopeful']",afraid,
hit:1316_conv:2633,anxious,"['hopeful', ' anxious', ' excited']",hopeful,2.0
hit:157_conv:315,lonely,"['sad', ' hopeful', ' surprised']",sad,
hit:3762_conv:7525,excited,"['excited', 'happy', 'anticipating']",excited,1.0
hit:8319_conv:16639,annoyed,"['annoyed', 'disappointed', 'nostalgic']",annoyed,1.0
hit:11373_conv:22746,disgusted,"['surprised', ' shocked', ' amazed']",surprised,
hit:157_conv:315,lonely,"['grateful', ' hopeful', ' caring']",grateful,
hit:3100_conv:6201,hopeful,"['proud', ' excited', ' confident']",proud,
hit:4381_conv:8762,content,"['proud', 'hopeful', 'grateful']",proud,
hit:7380_conv:14761,proud,"['surprised', ' grateful', ' impressed']",surprised,
hit:12023_conv:24047,apprehensive,"['anxious', ' hopeful', ' relieved']",anxious,
hit:12093_conv:24186,ashamed,"['disappointed', 'sad', 'guilty']",disappointed,
hit:7004_conv:14008,excited,"['grateful', ' content', ' joyful']",grateful,
hit:7380_conv:14761,proud,"['proud', ' grateful', ' relieved']",proud,1.0
hit:9138_conv:18276,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:3074_conv:6149,sad,"['sad', ' devastated', ' surprised']",sad,1.0
hit:4027_conv:8054,nostalgic,"['nostalgic', ' hopeful', ' resigned']",nostalgic,1.0
hit:5487_conv:10974,nostalgic,"['excited', 'hopeful', 'content']",excited,
hit:6245_conv:12490,apprehensive,"['terrified', 'anxious', 'afraid']",terrified,
hit:10374_conv:20748,joyful,"['hopeful', ' confident', ' surprised']",hopeful,
hit:1617_conv:3234,impressed,"['excited', 'jealous', 'grateful']",excited,
hit:5691_conv:11382,impressed,"['excited', 'surprised', 'hopeful']",excited,
hit:6245_conv:12490,apprehensive,"['afraid', 'anxious', 'nervous']",afraid,
hit:6707_conv:13415,devastated,"['devastated', ' surprised', ' hopeful']",devastated,1.0
hit:12343_conv:24687,lonely,"['grateful', ' sad', ' proud']",grateful,
hit:12421_conv:24842,afraid,"['anxious', ' guilty', ' relieved']",anxious,
hit:1617_conv:3234,impressed,"['content', 'excited', 'hopeful']",content,
hit:535_conv:1070,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:8388_conv:16776,lonely,"['lonely', 'sad', 'surprised']",lonely,1.0
hit:11093_conv:22186,apprehensive,"['anxious', 'nervous', 'surprised']",anxious,
hit:6569_conv:13139,trusting,"['annoyed', 'sad', 'disappointed']",annoyed,
hit:8677_conv:17355,sad,"['sad', ' hopeful', ' determined']",sad,1.0
hit:9756_conv:19513,prepared,"['excited', 'prepared', 'jealous']",excited,2.0
hit:2326_conv:4652,grateful,"['sentimental', 'grateful', 'content']",sentimental,2.0
hit:6730_conv:13460,faithful,"['faithful', ' proud', ' surprised']",faithful,1.0
hit:7528_conv:15057,jealous,"['sad', 'annoyed', 'hopeful']",sad,
hit:8471_conv:16943,sad,"['sad', ' nostalgic', ' grateful']",sad,1.0
hit:8677_conv:17355,sad,"['excited', 'hopeful', 'encouraging']",excited,
hit:12116_conv:24233,disappointed,"['disappointed', ' hopeful', ' interested']",disappointed,1.0
hit:12378_conv:24757,anticipating,"['hopeful', ' excited', ' grateful']",hopeful,
hit:8584_conv:17169,surprised,"['excited', ' grateful', ' hopeful']",excited,
hit:9755_conv:19510,anxious,"['anxious', ' relieved', ' proud']",anxious,1.0
hit:9761_conv:19523,prepared,"['hopeful', ' confident', ' prepared']",hopeful,3.0
hit:12407_conv:24815,hopeful,"['excited', 'hopeful', 'proud']",excited,2.0
hit:3983_conv:7967,sad,"['lonely', ' hopeful', ' grateful']",lonely,
hit:4975_conv:9951,embarrassed,"['embarrassed', ' surprised', ' anxious']",embarrassed,1.0
hit:6476_conv:12952,terrified,"['afraid', 'terrified', 'worried']",afraid,2.0
hit:9761_conv:19523,prepared,"['disappointed', ' sad', ' sympathetic']",disappointed,
hit:10126_conv:20253,anxious,"['anxious', 'sad', 'supportive']",anxious,1.0
hit:3767_conv:7535,grateful,"['grateful', ' relieved', ' happy']",grateful,1.0
hit:4975_conv:9951,embarrassed,"['sad', ' surprised', ' relieved']",sad,
hit:8264_conv:16528,trusting,"['hopeful', 'excited', 'content']",hopeful,
hit:895_conv:1791,trusting,"['annoyed', ' disappointed', ' angry']",annoyed,
hit:11215_conv:22430,sentimental,"['sad', ' nostalgic', ' surprised']",sad,
hit:11789_conv:23578,nostalgic,"['nostalgic', ' joyful', ' proud']",nostalgic,1.0
hit:1534_conv:3069,proud,"['proud', ' surprised', ' amused']",proud,1.0
hit:3767_conv:7535,grateful,"['grateful', 'excited', 'content']",grateful,1.0
hit:5511_conv:11023,excited,"['excited', 'proud', 'hopeful']",excited,1.0
hit:9703_conv:19406,lonely,"['disappointed', 'sad', 'frustrated']",disappointed,
hit:10367_conv:20734,embarrassed,"['embarrassed', 'annoyed', 'sad']",embarrassed,1.0
hit:11215_conv:22430,sentimental,"['surprised', 'sad', 'hopeful']",surprised,
hit:11775_conv:23551,hopeful,"['excited', 'hopeful', 'anxious']",excited,2.0
hit:5952_conv:11904,excited,"['surprised', ' grateful', ' content']",surprised,
hit:9017_conv:18035,grateful,"['content', 'grateful', 'excited']",content,2.0
hit:11775_conv:23551,hopeful,"['happy', ' hopeful', ' proud']",happy,2.0
hit:1285_conv:2570,disappointed,"['disappointed', ' annoyed', ' frustrated']",disappointed,1.0
hit:2783_conv:5566,angry,"['angry', ' annoyed', ' anticipating']",angry,1.0
hit:7201_conv:14402,confident,"['proud', ' impressed', ' grateful']",proud,
hit:8195_conv:16391,proud,"['content', ' proud', ' grateful']",content,2.0
hit:9938_conv:19877,joyful,"['happy', 'content', 'grateful']",happy,
hit:1285_conv:2570,disappointed,"['surprised', 'excited', 'grateful']",surprised,
hit:277_conv:554,jealous,"['jealous', ' angry', ' insecure']",jealous,1.0
hit:6347_conv:12694,anxious,"['anxious', ' anticipating', ' hopeful']",anxious,1.0
hit:6590_conv:13180,joyful,"['happy', 'excited', 'proud']",happy,
hit:9128_conv:18256,confident,"['excited', ' hopeful', ' proud']",excited,
hit:2055_conv:4110,anticipating,"['excited', ' hopeful', ' proud']",excited,
hit:4805_conv:9611,surprised,"['happy', 'surprised', 'content']",happy,2.0
hit:5368_conv:10737,faithful,"['faithful', ' proud', ' relieved']",faithful,1.0
hit:5440_conv:10881,grateful,"['grateful', ' proud', ' hopeful']",grateful,1.0
hit:6347_conv:12694,anxious,"['excited', ' anxious', ' proud']",excited,2.0
hit:11754_conv:23509,anticipating,"['excited', ' hopeful', ' joyful']",excited,
hit:2562_conv:5125,annoyed,"['angry', 'annoyed', 'disappointed']",angry,2.0
hit:2661_conv:5323,sentimental,"['sad', 'embarrassed', 'lonely']",sad,
hit:5440_conv:10881,grateful,"['grateful', 'proud', 'hopeful']",grateful,1.0
hit:5936_conv:11872,caring,"['annoyed', ' caring', ' amused']",annoyed,2.0
hit:11939_conv:23878,angry,"['disappointed', ' annoyed', ' hopeful']",disappointed,
hit:4558_conv:9116,terrified,"['terrified', ' afraid', ' surprised']",terrified,1.0
hit:5936_conv:11872,caring,"['compassionate', ' hopeful', ' concerned']",compassionate,
hit:6272_conv:12544,furious,"['annoyed', ' disappointed', ' frustrated']",annoyed,
hit:7545_conv:15090,disappointed,"['disappointed', ' hopeful', ' caring']",disappointed,1.0
hit:3635_conv:7270,excited,"['excited', 'hopeful', 'anticipating']",excited,1.0
hit:4558_conv:9116,terrified,"['curious', ' anticipating', ' interested']",curious,
hit:5489_conv:10979,terrified,"['afraid', 'surprised', 'lonely']",afraid,
hit:5989_conv:11978,embarrassed,"['embarrassed', ' ashamed', ' anxious']",embarrassed,1.0
hit:96_conv:192,impressed,"['excited', ' impressed', ' proud']",excited,2.0
hit:3635_conv:7270,excited,"['anxious', ' hopeful', ' excited']",anxious,3.0
hit:5637_conv:11274,anticipating,"['anticipating', ' hopeful', ' content']",anticipating,1.0
hit:5769_conv:11539,disgusted,"['disgusted', ' annoyed', ' overwhelmed']",disgusted,1.0
hit:5848_conv:11696,disappointed,"['sad', ' upset', ' hopeful']",sad,
hit:7393_conv:14787,proud,"['proud', ' excited', ' grateful']",proud,1.0
hit:10634_conv:21268,disgusted,"['disgusted', 'anxious', 'sad']",disgusted,1.0
hit:5769_conv:11539,disgusted,"['amused', ' surprised', ' joyful']",amused,
hit:6344_conv:12688,furious,"['angry', ' disgusted', ' disappointed']",angry,
hit:6973_conv:13946,surprised,"['excited', ' happy', ' eager']",excited,
hit:8155_conv:16311,angry,"['angry', 'sad', 'annoyed']",angry,1.0
hit:9314_conv:18628,afraid,"['surprised', ' afraid', ' anxious']",surprised,2.0
hit:3281_conv:6563,proud,"['proud', ' impressed', ' excited']",proud,1.0
hit:3710_conv:7420,annoyed,"['angry', ' annoyed', ' hopeful']",angry,2.0
hit:4485_conv:8970,annoyed,"['frustrated', 'surprised', 'content']",frustrated,
hit:9314_conv:18628,afraid,"['surprised', 'disappointed', 'annoyed']",surprised,
hit:3040_conv:6081,embarrassed,"['embarrassed', ' surprised', ' anxious']",embarrassed,1.0
hit:453_conv:906,sentimental,"['sad', 'helpless', 'frustrated']",sad,
hit:4634_conv:9269,guilty,"['guilty', ' afraid', ' sad']",guilty,1.0
hit:9859_conv:19719,afraid,"['excited', ' hopeful', ' joyful']",excited,
hit:11402_conv:22805,proud,"['proud', 'excited', 'impressed']",proud,1.0
hit:11479_conv:22958,sentimental,"['nostalgic', ' joyful', ' grateful']",nostalgic,
hit:3690_conv:7381,angry,"['embarrassed', 'sad', 'worried']",embarrassed,
hit:4634_conv:9269,guilty,"['guilty', ' surprised', ' angry']",guilty,1.0
hit:7245_conv:14491,nostalgic,"['nostalgic', 'sad', 'content']",nostalgic,1.0
hit:3690_conv:7381,angry,"['grateful', ' relieved', ' anxious']",grateful,
hit:3877_conv:7755,nostalgic,"['nostalgic', ' hopeful', ' content']",nostalgic,1.0
hit:5333_conv:10667,excited,"['excited', ' hopeful', ' nostalgic']",excited,1.0
hit:6458_conv:12916,hopeful,"['hopeful', 'anticipating', 'excited']",hopeful,1.0
hit:8156_conv:16313,furious,"['angry', 'frustrated', 'sad']",angry,
hit:10717_conv:21435,anticipating,"['anxious', ' hopeful', ' grateful']",anxious,
hit:2048_conv:4096,lonely,"['sad', 'lonely', 'content']",sad,2.0
hit:2302_conv:4605,anticipating,"['excited', 'hopeful', 'nostalgic']",excited,
hit:6458_conv:12916,hopeful,"['excited', ' hopeful', ' proud']",excited,2.0
hit:8463_conv:16927,furious,"['angry', 'annoyed', 'disappointed']",angry,
hit:4378_conv:8756,embarrassed,"['stressed', 'frustrated', 'overwhelmed']",stressed,
hit:5737_conv:11475,jealous,"['jealous', ' hopeful', ' excited']",jealous,1.0
hit:6055_conv:12110,grateful,"['happy', ' grateful', ' content']",happy,2.0
hit:6507_conv:13014,hopeful,"['hopeful', ' anxious', ' curious']",hopeful,1.0
hit:8463_conv:16927,furious,"['sad', ' angry', ' furious']",sad,3.0
hit:4378_conv:8756,embarrassed,"['embarrassed', 'grateful', 'understanding']",embarrassed,1.0
hit:4994_conv:9989,content,"['grateful', 'happy', 'content']",grateful,3.0
hit:5590_conv:11181,proud,"['proud', 'excited', 'surprised']",proud,1.0
hit:7678_conv:15357,disgusted,"['disgusted', 'annoyed', 'sad']",disgusted,1.0
hit:9135_conv:18271,embarrassed,"['embarrassed', ' proud', ' worried']",embarrassed,1.0
hit:1859_conv:3719,joyful,"['proud', ' hopeful', ' envious']",proud,
hit:3334_conv:6669,guilty,"['guilty', ' anxious', ' concerned']",guilty,1.0
hit:4320_conv:8640,caring,"['sad', 'grateful', 'hopeful']",sad,
hit:5259_conv:10519,prepared,"['embarrassed', ' curious', ' anxious']",embarrassed,
hit:8284_conv:16568,jealous,"['disappointed', ' annoyed', ' jealous']",disappointed,3.0
hit:10124_conv:20248,content,"['excited', 'content', 'relieved']",excited,2.0
hit:12241_conv:24482,nostalgic,"['nostalgic', 'excited', 'content']",nostalgic,1.0
hit:5262_conv:10524,content,"['jealous', 'hopeful', 'grateful']",jealous,
hit:6538_conv:13076,anxious,"['anxious', 'excited', 'hopeful']",anxious,1.0
hit:8284_conv:16568,jealous,"['hopeful', ' disappointed', ' grateful']",hopeful,
hit:2658_conv:5316,embarrassed,"['guilty', 'embarrassed', 'surprised']",guilty,2.0
hit:4220_conv:8440,surprised,"['surprised', 'excited', 'proud']",surprised,1.0
hit:7258_conv:14516,joyful,"['grateful', ' content', ' hopeful']",grateful,
hit:7825_conv:15650,prepared,"['hopeful', ' grateful', ' trusting']",hopeful,
hit:804_conv:1609,embarrassed,"['embarrassed', 'surprised', 'content']",embarrassed,1.0
hit:11405_conv:22810,jealous,"['jealous', ' hopeful', ' grateful']",jealous,1.0
hit:4220_conv:8440,surprised,"['surprised', ' grateful', ' disappointed']",surprised,1.0
hit:5852_conv:11705,trusting,"['anxious', ' hopeful', ' grateful']",anxious,
hit:6993_conv:13986,annoyed,"['disgusted', 'angry', 'annoyed']",disgusted,3.0
hit:9777_conv:19555,terrified,"['terrified', ' hopeful', ' grateful']",terrified,1.0
hit:10011_conv:20022,anxious,"['excited', 'anticipating', 'hopeful']",excited,
hit:1676_conv:3353,grateful,"['proud', 'excited', 'grateful']",proud,3.0
hit:5852_conv:11705,trusting,"['proud', 'excited', 'hopeful']",proud,
hit:6507_conv:13015,impressed,"['excited', 'hopeful', 'content']",excited,
hit:675_conv:1351,prepared,"['anxious', ' hopeful', ' annoyed']",anxious,
hit:116_conv:232,caring,"['sad', ' disappointed', ' hopeful']",sad,
hit:1930_conv:3860,angry,"['angry', ' annoyed', ' frustrated']",angry,1.0
hit:1979_conv:3958,disgusted,"['embarrassed', 'annoyed', 'disgusted']",embarrassed,3.0
hit:6038_conv:12077,afraid,"['anxious', ' hopeful', ' caring']",anxious,
hit:6507_conv:13015,impressed,"['impressed', 'excited', 'hopeful']",impressed,1.0
hit:6729_conv:13458,impressed,"['excited', 'impressed', 'grateful']",excited,2.0
hit:10736_conv:21473,apprehensive,"['disappointed', 'afraid', 'hopeful']",disappointed,
hit:1930_conv:3860,angry,"['angry', 'sad', 'disgusted']",angry,1.0
hit:2148_conv:4297,hopeful,"['excited', 'happy', 'positive']",excited,
hit:8110_conv:16221,surprised,"['grateful', ' joyful', ' content']",grateful,
hit:10266_conv:20532,trusting,"['anxious', ' relieved', ' amused']",anxious,
hit:12276_conv:24553,devastated,"['sad', 'sympathetic', 'grateful']",sad,
hit:7045_conv:14091,guilty,"['embarrassed', ' guilty', ' surprised']",embarrassed,2.0
hit:770_conv:1540,guilty,"['guilty', 'sad', 'relieved']",guilty,1.0
hit:8110_conv:16221,surprised,"['happy', ' content', ' grateful']",happy,
hit:10266_conv:20532,trusting,"['excited', ' hopeful', ' grateful']",excited,
hit:3214_conv:6429,surprised,"['surprised', 'embarrassed', 'anxious']",surprised,1.0
hit:5908_conv:11816,ashamed,"['disappointed', ' ashamed', ' hopeful']",disappointed,2.0
hit:6135_conv:12271,afraid,"['afraid', 'anxious', 'terrified']",afraid,1.0
hit:8724_conv:17449,afraid,"['terrified', ' excited', ' anticipating']",terrified,
hit:1932_conv:3865,caring,"['sad', 'grateful', 'caring']",sad,3.0
hit:2382_conv:4764,guilty,"['embarrassed', ' guilty', ' anxious']",embarrassed,2.0
hit:4544_conv:9088,angry,"['angry', 'annoyed', 'grateful']",angry,1.0
hit:7989_conv:15979,angry,"['angry', 'furious', 'disgusted']",angry,1.0
hit:9815_conv:19631,devastated,"['sad', ' hopeful', ' nostalgic']",sad,
hit:1003_conv:2006,proud,"['angry', 'proud', 'disgusted']",angry,2.0
hit:10488_conv:20976,apprehensive,"['anxious', ' relieved', ' overwhelmed']",anxious,
hit:1932_conv:3865,caring,"['hopeful', ' grateful', ' joyful']",hopeful,
hit:5348_conv:10696,furious,"['sad', ' devastated', ' nostalgic']",sad,
hit:9280_conv:18561,confident,"['proud', ' confident', ' amused']",proud,2.0
hit:10488_conv:20976,apprehensive,"['excited', ' joyful', ' grateful']",excited,
hit:12162_conv:24324,impressed,"['impressed', ' excited', ' proud']",impressed,1.0
hit:2254_conv:4509,disappointed,"['angry', ' disappointed', ' disgusted']",angry,2.0
hit:2518_conv:5036,devastated,"['surprised', 'annoyed', 'confident']",surprised,
hit:6158_conv:12317,angry,"['angry', 'annoyed', 'embarrassed']",angry,1.0
hit:9705_conv:19410,impressed,"['proud', 'excited', 'hopeful']",proud,
hit:10132_conv:20265,hopeful,"['hopeful', 'excited', 'content']",hopeful,1.0
hit:2518_conv:5036,devastated,"['angry', 'annoyed', 'surprised']",angry,
hit:5954_conv:11908,devastated,"['sad', ' hopeful', ' caring']",sad,
hit:7186_conv:14373,jealous,"['jealous', ' envious', ' surprised']",jealous,1.0
hit:782_conv:1565,annoyed,"['angry', ' hopeful', ' confident']",angry,
hit:1454_conv:2909,guilty,"['proud', ' amused', ' content']",proud,
hit:2706_conv:5413,jealous,"['sad', ' disappointed', ' nostalgic']",sad,
hit:6808_conv:13617,sad,"['sad', 'grateful', 'lonely']",sad,1.0
hit:782_conv:1565,annoyed,"['sad', 'ashamed', 'compassionate']",sad,
hit:8348_conv:16697,hopeful,"['hopeful', 'excited', 'content']",hopeful,1.0
hit:12064_conv:24128,surprised,"['excited', ' joyful', ' grateful']",excited,
hit:1377_conv:2754,furious,"['angry', 'annoyed', 'frustrated']",angry,
hit:1582_conv:3164,proud,"['proud', 'hopeful', 'content']",proud,1.0
hit:4073_conv:8147,annoyed,"['angry', 'frustrated', 'sad']",angry,
hit:6275_conv:12551,anxious,"['excited', ' hopeful', ' anxious']",excited,3.0
hit:6808_conv:13617,sad,"['surprised', ' anxious', ' anticipating']",surprised,
hit:1147_conv:2294,lonely,"['lonely', ' sad', ' disappointed']",lonely,1.0
hit:12370_conv:24741,excited,"['excited', 'anticipating', 'hopeful']",excited,1.0
hit:3044_conv:6089,afraid,"['anxious', ' grateful', ' hopeful']",anxious,
hit:4073_conv:8147,annoyed,"['angry', ' anxious', ' worried']",angry,
hit:5157_conv:10315,trusting,"['grateful', ' hopeful', ' content']",grateful,
hit:10528_conv:21057,trusting,"['grateful', 'content', 'hopeful']",grateful,
hit:12370_conv:24741,excited,"['proud', ' grateful', ' excited']",proud,3.0
hit:1750_conv:3501,grateful,"['proud', ' hopeful', ' excited']",proud,
hit:5137_conv:10274,impressed,"['excited', 'impressed', 'hopeful']",excited,2.0
hit:1179_conv:2359,angry,"['surprised', 'annoyed', 'sad']",surprised,
hit:1903_conv:3807,ashamed,"['ashamed', ' guilty', ' worried']",ashamed,1.0
hit:4092_conv:8184,lonely,"['lonely', ' hopeful', ' anxious']",lonely,1.0
hit:4490_conv:8980,excited,"['excited', ' hopeful', ' nostalgic']",excited,1.0
hit:7070_conv:14141,angry,"['angry', ' annoyed', ' frustrated']",angry,1.0
hit:1179_conv:2359,angry,"['angry', 'annoyed', 'sad']",angry,1.0
hit:1910_conv:3820,prepared,"['grateful', ' relieved', ' content']",grateful,
hit:3229_conv:6458,terrified,"['embarrassed', 'afraid', 'sad']",embarrassed,
hit:4217_conv:8435,embarrassed,"['disappointed', 'sad', 'hopeful']",disappointed,
hit:6189_conv:12378,anxious,"['anxious', ' annoyed', ' grateful']",anxious,1.0
hit:1910_conv:3820,prepared,"['surprised', ' excited', ' grateful']",surprised,
hit:3382_conv:6764,grateful,"['grateful', ' prepared', ' caring']",grateful,1.0
hit:4351_conv:8702,prepared,"['proud', ' relieved', ' anxious']",proud,
hit:9106_conv:18212,anxious,"['hopeful', ' excited', ' joyful']",hopeful,
hit:9681_conv:19363,prepared,"['grateful', 'surprised', 'relieved']",grateful,
hit:10661_conv:21323,prepared,"['excited', 'hopeful', 'joyful']",excited,
hit:6258_conv:12517,surprised,"['happy', 'excited', 'content']",happy,
hit:6262_conv:12524,caring,"['grateful', 'caring', 'hopeful']",grateful,2.0
hit:6990_conv:13980,disappointed,"['disappointed', ' surprised', ' envious']",disappointed,1.0
hit:8170_conv:16340,caring,"['happy', ' grateful', ' caring']",happy,3.0
hit:12417_conv:24834,sentimental,"['nostalgic', 'grateful', 'hopeful']",nostalgic,
hit:2095_conv:4191,disgusted,"['frustrated', 'annoyed', 'relieved']",frustrated,
hit:5875_conv:11750,disgusted,"['sad', 'disgusted', 'disappointed']",sad,2.0
hit:7176_conv:14353,surprised,"['surprised', 'embarrassed', 'anxious']",surprised,1.0
hit:8170_conv:16340,caring,"['surprised', 'excited', 'content']",surprised,
hit:11932_conv:23865,faithful,"['sad', ' nostalgic', ' grateful']",sad,
hit:2812_conv:5625,impressed,"['excited', 'proud', 'hopeful']",excited,
hit:5875_conv:11750,disgusted,"['hopeful', ' concerned', ' determined']",hopeful,
hit:7058_conv:14116,anxious,"['anxious', ' frustrated', ' annoyed']",anxious,1.0
hit:8295_conv:16591,annoyed,"['afraid', 'annoyed', 'disgusted']",afraid,2.0
hit:5547_conv:11094,lonely,"['nostalgic', 'lonely', 'content']",nostalgic,2.0
hit:6087_conv:12175,hopeful,"['hopeful', ' relieved', ' concerned']",hopeful,1.0
hit:7058_conv:14116,anxious,"['hopeful', ' anxious', ' anticipating']",hopeful,2.0
hit:7593_conv:15187,nostalgic,"['nostalgic', ' happy', ' sad']",nostalgic,1.0
hit:9343_conv:18686,impressed,"['proud', ' excited', ' surprised']",proud,
hit:10811_conv:21622,sentimental,"['sad', 'excited', 'worried']",sad,
hit:2951_conv:5903,terrified,"['anxious', ' nervous', ' afraid']",anxious,
hit:29_conv:58,angry,"['angry', ' frustrated', ' disappointed']",angry,1.0
hit:6087_conv:12175,hopeful,"['hopeful', 'sad', 'concerned']",hopeful,1.0
hit:7032_conv:14065,angry,"['annoyed', 'sad', 'disappointed']",annoyed,
hit:10951_conv:21902,prepared,"['grateful', ' afraid', ' hopeful']",grateful,
hit:1548_conv:3097,afraid,"['afraid', 'surprised', 'anxious']",afraid,1.0
hit:2588_conv:5177,terrified,"['afraid', ' relieved', ' hopeful']",afraid,
hit:29_conv:58,angry,"['sad', ' empathetic', ' caring']",sad,
hit:8915_conv:17830,lonely,"['lonely', 'sad', 'hopeful']",lonely,1.0
hit:11433_conv:22866,disappointed,"['anxious', 'worried', 'afraid']",anxious,
hit:11717_conv:23434,confident,"['excited', ' proud', ' hopeful']",excited,
hit:2924_conv:5849,sad,"['sad', ' lonely', ' anxious']",sad,1.0
hit:6288_conv:12576,content,"['content', ' hopeful', ' excited']",content,1.0
hit:9750_conv:19500,afraid,"['afraid', 'anxious', 'comforting']",afraid,1.0
hit:11077_conv:22154,annoyed,"['annoyed', 'frustrated', 'angry']",annoyed,1.0
hit:11506_conv:23013,trusting,"['grateful', 'caring', 'surprised']",grateful,
hit:1537_conv:3075,sentimental,"['nostalgic', ' surprised', ' grateful']",nostalgic,
hit:5758_conv:11517,excited,"['excited', ' hopeful', ' joyful']",excited,1.0
hit:9750_conv:19500,afraid,"['terrified', ' excited', ' amused']",terrified,
hit:10232_conv:20464,content,"['content', ' satisfied', ' happy']",content,1.0
hit:12032_conv:24065,hopeful,"['hopeful', ' anxious', ' understanding']",hopeful,1.0
hit:5758_conv:11517,excited,"['content', ' hopeful', ' anticipating']",content,
hit:7945_conv:15890,surprised,"['surprised', 'happy', 'excited']",surprised,1.0
hit:8494_conv:16989,disgusted,"['disappointed', ' annoyed', ' hopeful']",disappointed,
hit:10470_conv:20940,ashamed,"['embarrassed', 'comforting', 'sympathetic']",embarrassed,
hit:2003_conv:4007,excited,"['content', 'excited', 'hopeful']",content,2.0
hit:3546_conv:7093,joyful,"['excited', 'hopeful', 'content']",excited,
hit:8447_conv:16894,excited,"['excited', ' anticipating', ' hopeful']",excited,1.0
hit:9926_conv:19853,faithful,"['proud', ' grateful', ' surprised']",proud,
hit:10860_conv:21720,devastated,"['sad', ' grateful', ' hopeful']",sad,
hit:11473_conv:22946,sentimental,"['nostalgic', ' sad', ' grateful']",nostalgic,
hit:11996_conv:23993,anticipating,"['excited', ' relieved', ' overwhelmed']",excited,
hit:8447_conv:16894,excited,"['excited', ' relieved', ' proud']",excited,1.0
hit:9160_conv:18321,grateful,"['grateful', ' content', ' trusting']",grateful,1.0
hit:10659_conv:21318,guilty,"['embarrassed', ' fearful', ' nostalgic']",embarrassed,
hit:11518_conv:23037,ashamed,"['embarrassed', ' surprised', ' anxious']",embarrassed,
hit:2739_conv:5479,furious,"['angry', 'sad', 'disappointed']",angry,
hit:5442_conv:10885,apprehensive,"['anxious', ' relieved', ' surprised']",anxious,
hit:6978_conv:13957,jealous,"['jealous', ' excited', ' hopeful']",jealous,1.0
hit:9160_conv:18321,grateful,"['excited', ' anticipating', ' curious']",excited,
hit:11260_conv:22521,sad,"['sad', 'hopeful', 'surprised']",sad,1.0
hit:1238_conv:2477,proud,"['proud', ' grateful', ' impressed']",proud,1.0
hit:2410_conv:4820,surprised,"['surprised', ' afraid', ' grateful']",surprised,1.0
hit:5442_conv:10885,apprehensive,"['proud', ' grateful', ' impressed']",proud,
hit:7349_conv:14699,angry,"['annoyed', 'confident', 'hopeful']",annoyed,
